PrimaryKey,DateUpdated,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,FundingStatus,ProcurementType,ProcurementMethod,ProjectRegion,ProjectCityTown,ProjectSuburb,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote,Contact,Latitude,Longitude
IP004848,2023-09-30,Rangitikei District Council,Marton Rail Hub.,The Rangitikei District Council (RDC) is looking to facilitate the development of the Marton Rail Hub (MRH).  The project will involve purchasing land  developing the log yard  rail sidings  de-barker and access road as well as operationalising the development.  The rail hub will be key for the region  particularly the forestry sector as a central point where the significant volumes of harvested wood will be transferred to rail and freighted to markets. KiwiRail has been involved with this project since inception with contracts being negotiated for works. NZTA are involved providing initial road layouts and design however contracts will not be completed until a contractor has been agreed to complete the road construction.,,In planning,Funded for delivery,To be determined,To be determined,Manawatū - Whanganui,,,Transport,5 - 25 million,,,,,,,2022-Q3,2024-Q2,,,,,
IP005972,2023-09-30,Research & Innovation Queenstown Limited,Research and Innovation Queenstown.,The RIQ project constructs world class research and innovation facilities in Queenstown. It leverages Queenstown as an international destination to bring together world leading people  projects and presence from such global innovation players as Singularity University’s Artificial Intelligence and Robotics track; NZ Centres of Research Excellence such as the Dodd-Walls Centre of Photonic and Quantum Technologies (the combined best from NZ universities and research entities); NASA’s Jet Propulsion Laboratory; and Cambridge University’s Innovation Network - amongst others - who have already expressed strong support for the proposition. Collectively  this cluster will generate unparalleled research and innovation benefits across the entire NZ economy and landscape  and champion New Zealand’s global brand as a place for the world’s best and brightest to do their most advanced and frontier facing work.,,Under construction,Funded for delivery,To be determined,To be determined,Otago,,,Science and research,25 - 50 million,,,,,,,2021-Q2,2024-Q2,,,,,
IP004006,2023-09-30,Rotorua Lakes Council,Rotorua: Wheranui Road Unlocking urban land.,The Project involves building roading and storm water infrastructure to enable housing and industrial development in Rotorua (particularly for land owned by Ngāti Whakaue Tribal Lands (NWTL) that is unlikely to be fully developed without intervention). This Project is supported by upgrades to SH30 submitted as a separate project (due to these works being undertaken by NZTA) to the Ministers for approval for shovel ready funding. This was submitted as part of tranche 2 on 19 August 2020.,,Under construction,Funded for delivery,To be determined,To be determined,Bay of Plenty,,,Housing,5 - 25 million,,,,,,,2021-Q1,2024-Q2,,,,,
IP004009,2023-09-30,Rotorua Lakes Council and Te Puni Kokiri,Kaingaroa Community Development Project.,This project will accelerate the implementation of the Kaingaroa Village Community Development Plan by providing capital funding to construct and install necessary infrastructure and facilities for community use  including: a new water bore and underground infrastructure; upgraded roading; new streetlights; new parks and playgrounds; and refurbished community facilities including the Village Council buildings  Marae  School  Parks and reserves and Village Hall.,,Under construction,Funded for delivery,To be determined,To be determined,Bay of Plenty,,,Community facilities,5 - 25 million,,,,,,,2020-Q4,2023-Q4,,,,,
IP004818,2023-09-30,Ruakaka Recreation Centre Incorporated,Ruakaka Recreation Centre.,This project will provide funding to complete Stage One of a three-stage project to build a new recreation centre at Ruakaka on land owned by Whangarei District Council. Stage One comprises the construction of a building containing a gymnasium and attached meeting rooms. This building will provide much needed space for activities in the community. The recipient expects that confirmation of government funding and the completion of Stage One will act as “seed funding” for the management committee of the Centre to attract other funding to complete the development of stages two and three.,,Under construction,Funded for delivery,To be determined,To be determined,Northland,,,Community facilities,1 - 5 million,,,,,,,2021-Q4,2023-Q4,,,,,
IP004863,2023-09-30,South Taranaki District Council,Library  Arts and Culture Centre (Te Ramanui o Ruaputahanga).,The project will create Aa new 1605m2 civic facility  which will be built in Hāwera combining a number of facilities onto one site. These will include a bigger library  meeting rooms  public toilets  a community art gallery  i-SITE visitor centre and café. The development includes car-parking  landscaping and exterior public civic spaces.,,Under construction,Funded for delivery,To be determined,To be determined,Taranaki,,,Community facilities,5 - 25 million,,,,,,,2021-Q2,2024-Q2,,,,,
IP008949,2023-09-30,South Taranaki District Council,Nukumaru Station Road construction.,The Nukumaru Station Road Extension Project aims to provide the Waiinu Beach community and local commercial parties  including Silver Fern Farms Limited and the local metal quarry  with a safe and flood resilient access road south of the Lime Works Bridge.,,Under construction,Funded for delivery,To be determined,To be determined,Taranaki,,,Transport,5 - 25 million,,,,,,,2021-Q3,2023-Q4,,,,,
IP008111.1,2023-09-30,Southland Regional Development Agency Limited,Invercargill Decarbonisation Contestable Fund.,Funding be repurposed to fulfil the original objectives of decorbonising fossil fuelled heating systems at regional scare by way of a contestable fund managed by Great South and supported by a robust eligibility criteria  principles  and assessment cirteria.,,Under construction,Funded for delivery,To be determined,To be determined,Southland,,,Environmental,5 - 25 million,,,,,,,2022-Q3,2024-Q1,,,,,
IP004835,2023-09-30,Tainui Group Holdings Limited,Ruakura Inland Port West.,The creation of an inland port and supporting infrastructure.  It is the first stage of a 490ha multi-stage development spread over 30-50 years that will ultimately provide New Zealand’s largest freight logistics hub.,,Under construction,Funded for delivery,To be determined,To be determined,Waikato,,,Transport,100 - 250 million,,,,,,,2021-Q1,2023-Q4,,,,,
IP004057,2023-09-30,Taranaki Regional Council,Yarrow Stadium Redevelopment.,The project involves repairing and redeveloping Yarrow Stadium in Taranaki  the stadium grandstands have been closed since November 2017 (East Stand) and May 2018 (West Stand) following identification that the stands are earthquake-prone buildings and deemed unsafe for use.,,Under construction,Funded for delivery,To be determined,To be determined,Taranaki,,,Community facilities,50 - 100 million,,,,,,,2020-Q4,2025-Q1,,,,,
IP004851,2023-09-30,Tararua District Council,Route 52 Improvements (Central Hawkes Bay to Weber).,This project will upgrade a section of Route 52 between Weber (just east of Dannevirke) and the boundary of Central Hawkes Bay to enable safe ongoing use by heavy vehicles and local tourist traffic. Specifically  the project entails: Upgrading all bridges along the route so they can support HPMVs  geotechnical improvements to improve resilience of the route (Design/Construct to align future maintenance costs with the network average) and safety improvements of High-risk sections of the road. (bring in line with ONRC category).,,Under construction,Funded for delivery,To be determined,To be determined,Manawatū - Whanganui,,,Transport,5 - 25 million,,,,,,,2021-Q1,2024-Q4,,,,,
IP004870,2023-09-30,Tasman District Council,Lower Motueka River Flood-Bank Improvement.,This project includes construction of new stop banks and strengthening existing stop banks along the Motueka River. This project is part of an existing flood management programme for the Motueka River flood protection scheme.,,Under construction,Funded for delivery,To be determined,To be determined,Tasman,,,Environmental,5 - 25 million,,,,,,,2021-Q1,2023-Q4,,,,,
IP004060,2023-09-30,Tauhara Management Limited,Taupo EUL Block.,The Project is a $180m residential  retirement  commercial and community development in a strategic location that is the gateway to Taupo’s future urban growth corridor. The development will be progressively completed over the next seven years.  The Government Funding is being specifically applied to fund the acceleration of various works with broader public benefit beyond the development. This includes a reserve  walking and cycling infrastructure  roading infrastructure and a community pavilion.  Given the long-term nature of the development  the works have been split into phases and CIP has focused on Stage One of the development which is estimated to be completed by 30 June 2022. Stage One includes the completion of 61 residential sections  construction of 15 houses  2 350sqm GFA of retail space  the public good works and the community pavilion.,,Under construction,Funded for delivery,To be determined,To be determined,Waikato,,,Housing,100 - 250 million,,,,,,,2021-Q1,2024-Q2,,,,,
IP005981,2023-09-30,Taupo District Council,Shared Paths.,Turangi Kerb and Channel: Improving accessibility and addressing identified accessibility barriers along with kerb and channel (road gutter) replacements. Turangi has up to 30km of kerb and channel  which was constructed around 1960 and is now starting to fail. Taupo Walking  Cycling and Accessibility Improvements: Taupō district has identified several gaps in its walking and cycling networks. Priority areas include connections between residential areas and local shops  schools and kindergartens  local playgrounds and recreational areas  and Lake Taupō.,,Under construction,Funded for delivery,To be determined,To be determined,Waikato,,,Transport,5 - 25 million,,,,,,,2020-Q4,2023-Q4,,,,,
IP004011,2023-09-30,Tauranga City Council,Te Papa Spatial Plan (Cameron Road).,The project involves multi modal upgrades to Cameron Road in Tauranga City between Harrington Street and 17th Avenue / the Hospital. At a later date the bus clearways will become full-time bus lanes  although this stage does not form part of the project.,,Under construction,Funded for delivery,To be determined,To be determined,Bay of Plenty,,,Transport,50 - 100 million,,,,,,,2021-Q3,2024-Q1,,,,,
IP008062,2023-09-30,Te Pai Roa Tika,Housing Energy Retrofit Pilot - Northland.,Housing energy retrofit pilot project in Northland to be delivered by Te Pai Roa Tika in partnership with CBEC  Tindall Foundation and Foundation North.,,Under construction,Funded for delivery,To be determined,To be determined,Northland,,,Housing,1 - 5 million,,,,,,,2022-Q2,2024-Q1,,,,,
IP004056,2023-09-30,Te Rere o Kapuni Limited,Dawson Falls Lodge Development.,Brief description: Renovation upgrade of Iwi owned Dawson Falls lodge and Enable lodge to be positioned as an exceptional cultural tourism destination in Egmont National Park.,,Under construction,Funded for delivery,To be determined,To be determined,Taranaki,,,Housing,5 - 25 million,,,,,,,2021-Q3,2024-Q3,,,,,
IP004823,2023-09-30,Thames-Coromandel District Council,Kōpū Marine Precinct.,This is a stand-alone project to build essential marine servicing infrastructure at the Kōpū Industrial area (7km from Thames township). This will support the existing Hauraki Gulf mussel industry with an indirect economic return of $58.5M over the next 30 years  including 12 FTE’s over the next 30 days and long-term sustainable employment of 181 subsequent FTE’s.,,Under construction,Funded for delivery,To be determined,To be determined,Waikato,,,Transport,5 - 25 million,,,,,,,2022-Q4,2024-Q2,,,,,
