PrimaryKey,DateUpdated,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,FundingStatus,ProcurementType,ProcurementMethod,ProjectRegion,ProjectCityTown,ProjectSuburb,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote,Contact,Latitude,Longitude
kaOrProject_1026,31/12/2023,Kāinga Ora–Homes and Communities,Harvey Cres   Thames.,This housing development project includes infrastructure to deliver 4 new units.,,Under Construction,Fully funded,To be determined,To be determined,Waikato,,,Housing,1 - 5 million,2023-Q3,,,,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1031,31/12/2023,Kāinga Ora–Homes and Communities,Heath St &   Saint Andrews  Hamilton (OSM).,This housing development project includes infrastructure to deliver 4 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Waikato,,,Housing,1 - 5 million,,,,,,2024-Q3,2021-Q3,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1032,31/12/2023,Kāinga Ora–Homes and Communities,Heath St &   Saint Andrews  Hamilton (OSM).,This housing development project includes infrastructure to deliver 4 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Waikato,,,Housing,1 - 5 million,,,,,,2024-Q3,2021-Q3,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1045,31/12/2023,Kāinga Ora–Homes and Communities,Mount Pleasant Rd & Harvey Cres   Thames.,This housing development project includes infrastructure to deliver 4 new units.,,Under Construction,Fully funded,To be determined,To be determined,Waikato,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1053,31/12/2023,Kāinga Ora–Homes and Communities,Donald Rd   Kaitaia  Northland.,This housing development project includes infrastructure to deliver 15 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Northland,,,Housing,5 - 25 million,,,,,,2025-Q2,2021-Q3,2025-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1054,31/12/2023,Kāinga Ora–Homes and Communities,Reuben Plc     &   Nawton  Hamilton (OSM).,This housing development project includes infrastructure to deliver 11 new units.,,Under Construction,Fully funded,To be determined,To be determined,Waikato,,,Housing,5 - 25 million,2022-Q4,,,,2023-Q4,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1055,31/12/2023,Kāinga Ora–Homes and Communities,College Pl & Bankwood Rd   Chartwell  Hamilton (OSM).,This housing development project includes infrastructure to deliver 12 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Waikato,,,Housing,5 - 25 million,2022-Q4,,,,,2024-Q3,2021-Q3,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1056,31/12/2023,Kāinga Ora–Homes and Communities,Riselaw St   Mairehau  Christchurch.,This housing development project includes infrastructure to deliver 3 new units.,,Under Construction,Fully funded,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2023-Q1,,,,2023-Q4,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1059,31/12/2023,Kāinga Ora–Homes and Communities,Molesworth St &   Taita  Lower Hutt.,This housing development project includes infrastructure to deliver 6 new units.,,Under Construction,Fully funded,Direct,Construct only,Wellington,,,Housing,1 - 5 million,2022-Q4,,2023-Q1,2023-Q2,2023-Q2,2024-Q2,2019-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1060,31/12/2023,Kāinga Ora–Homes and Communities,Harper St &   Gonville  Whanganui.,This housing development project includes infrastructure to deliver 2 new units.,,Under Construction,Fully funded,To be determined,To be determined,Manawatū - Whanganui,,,Housing,1 - 5 million,2023-Q2,,,,2023-Q4,2024-Q2,2021-Q1,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1061,31/12/2023,Kāinga Ora–Homes and Communities,Harper St   Gonville  Whanganui.,This housing development project includes infrastructure to deliver 1 new units.,,Under Construction,Fully funded,Direct,Construct only,Manawatū - Whanganui,,,Housing,< 1 million,2023-Q2,,2023-Q1,,2023-Q4,2024-Q1,2021-Q1,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1062,31/12/2023,Kāinga Ora–Homes and Communities,Puriri St &   Gonville  Whanganui.,This housing development project includes infrastructure to deliver 2 new units.,,Under Construction,Fully funded,Direct,Construct only,Manawatū - Whanganui,,,Housing,1 - 5 million,2023-Q2,,2023-Q1,,2023-Q4,2024-Q2,2021-Q1,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1064,31/12/2023,Kāinga Ora–Homes and Communities,Vinegar Hill Rd   Tikipunga  Whangarei.,This housing development project includes infrastructure to deliver 8 new units.,,Under Construction,Fully funded,Limited ,Construct only,Northland,,,Housing,5 - 25 million,2022-Q4,,2022-Q4,2023-Q1,2023-Q3,2024-Q2,2021-Q2,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1065,31/12/2023,Kāinga Ora–Homes and Communities,Lambeth Cres   Redwood  Christchurch.,This housing development project includes infrastructure to deliver 4 new units.,,Under Construction,Fully funded,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2022-Q3,,,,2023-Q2,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1066,31/12/2023,Kāinga Ora–Homes and Communities,Thomason Ave   Motueka.,This housing development project includes infrastructure to deliver 1 new units.,,Under Construction,Fully funded,To be determined,To be determined,Tasman,,,Housing,1 - 5 million,2022-Q3,,,,2023-Q3,2024-Q2,2021-Q2,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1067,31/12/2023,Kāinga Ora–Homes and Communities,Marsden Road   Stoke  Nelson.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Marlborough,,,Housing,1 - 5 million,2022-Q3,,,,,2024-Q4,2021-Q3,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1068,31/12/2023,Kāinga Ora–Homes and Communities,Albertson Ave   Port Chalmers  Dunedin.,This housing development project includes infrastructure to deliver 4 new units.,,Under Construction,Fully funded,To be determined,To be determined,Otago,,,Housing,1 - 5 million,2023-Q1,,,,2023-Q4,2024-Q2,2021-Q1,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1070,31/12/2023,Kāinga Ora–Homes and Communities,Wayside Ave   Burnside  Christchurch.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2022-Q3,,,,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1071,31/12/2023,Kāinga Ora–Homes and Communities,Clyde Rd   Aorangi Rd & Nyton Place   Bryndwr  Christchurch.,This housing development project includes infrastructure to deliver 8 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,5 - 25 million,2022-Q3,,,,,2024-Q4,2021-Q3,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1072,31/12/2023,Kāinga Ora–Homes and Communities,Uxbridge St   Northcote  Christchurch.,This housing development project includes infrastructure to deliver 7 new units.,,Under Construction,Fully funded,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2022-Q3,,,,2023-Q3,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1073,31/12/2023,Kāinga Ora–Homes and Communities,Grahams Rd   Burnside  Christchurch.,This housing development project includes infrastructure to deliver 5 new units.,,Under Construction,Fully funded,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2023-Q1,,,,2023-Q4,2024-Q3,2021-Q3,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1074,31/12/2023,Kāinga Ora–Homes and Communities,Mysore St   Khandallah  Wellington.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Wellington,,,Housing,1 - 5 million,2022-Q4,,,,,2024-Q3,2021-Q1,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1076,31/12/2023,Kāinga Ora–Homes and Communities,Holcombe Pl & Studholme St   Somerfield  Christchurch.,This housing development project includes infrastructure to deliver 6 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2023-Q2,,,,,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1077,31/12/2023,Kāinga Ora–Homes and Communities,Rawlings St   Bader  Hamilton.,This housing development project includes infrastructure to deliver 3 new units.,,Under Construction,Fully funded,Direct,Construct only,Waikato,,,Housing,1 - 5 million,2022-Q3,,2022-Q4,2023-Q1,2023-Q2,2024-Q1,2021-Q4,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1078,31/12/2023,Kāinga Ora–Homes and Communities,Fitzroy Ave   Bader  Hamilton.,This housing development project includes infrastructure to deliver 3 new units.,,Under Construction,Fully funded,Limited ,Construct only,Waikato,,,Housing,1 - 5 million,2022-Q3,,2023-Q1,2023-Q2,,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1079,31/12/2023,Kāinga Ora–Homes and Communities,Albertson Ave   Port Chalmers  Dunedin.,This housing development project includes infrastructure to deliver 2 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Otago,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q2,2021-Q2,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1080,31/12/2023,Kāinga Ora–Homes and Communities,Clyde Rd   Bryndwr Christchurch.,This housing development project includes infrastructure to deliver 5 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q4,2021-Q3,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1082,31/12/2023,Kāinga Ora–Homes and Communities,Albertson Ave   Port Chalmers  Dunedin.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Otago,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q2,2021-Q2,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1083,31/12/2023,Kāinga Ora–Homes and Communities,Kenney Cres   &   Fairfield  Hamilton.,This housing development project includes infrastructure to deliver 9 new units.,,Under Construction,Fully funded,Direct,Construct only,Waikato,,,Housing,5 - 25 million,2022-Q3,,2022-Q4,2022-Q4,2023-Q1,2024-Q1,2021-Q3,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1084,31/12/2023,Kāinga Ora–Homes and Communities,Campbell Road & Massey Avenue   Greenlane  Auckland.,This housing development project includes infrastructure to deliver 7 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,1 - 5 million,2022-Q4,,,,,2025-Q2,2021-Q3,2025-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1085,31/12/2023,Kāinga Ora–Homes and Communities,Mysore St   Khandallah  Wellington.,This housing development project includes infrastructure to deliver 4 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Wellington,,,Housing,1 - 5 million,2022-Q4,,,,,2024-Q3,2021-Q1,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1086,31/12/2023,Kāinga Ora–Homes and Communities,Tyne St & & Essex St   Marchwiel  Timaru.,This housing development project includes infrastructure to deliver 9 new units.,,Under Construction,Fully funded,To be determined,To be determined,Canterbury,,,Housing,5 - 25 million,2022-Q3,,,,2023-Q3,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1087,31/12/2023,Kāinga Ora–Homes and Communities,Cole Pl   Te Atatu South  Auckland.,This housing development project includes infrastructure to deliver 15 new units.,,Under Construction,Fully funded,To be determined,To be determined,Auckland,,,Housing,5 - 25 million,2022-Q3,,,,2023-Q2,2024-Q1,2017-Q2,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1088,31/12/2023,Kāinga Ora–Homes and Communities,Rawlings St & Willis St   Bader  Hamilton.,This housing development project includes infrastructure to deliver 8 new units.,,Under Construction,Fully funded,Direct,Construct only,Waikato,,,Housing,5 - 25 million,2022-Q3,,2022-Q4,2023-Q1,2023-Q4,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1089,31/12/2023,Kāinga Ora–Homes and Communities,Citril Pl &   Papakura  Auckland.,This housing development project includes infrastructure to deliver 5 new units.,,Under Construction,Fully funded,To be determined,To be determined,Auckland,,,Housing,1 - 5 million,2022-Q3,,,,2023-Q1,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1091,31/12/2023,Kāinga Ora–Homes and Communities,Wanaka Street   Tikipunga  Whangarei.,This housing development project includes infrastructure to deliver 55 new units.,,Under Construction,Fully funded,To be determined,To be determined,Northland,,,Housing,5 - 25 million,2022-Q1,,,,2023-Q3,2024-Q3,2022-Q1,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1095,31/12/2023,Kāinga Ora–Homes and Communities,Albertson Ave   Port Chalmers  Dunedin.,This housing development project includes infrastructure to deliver 11 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Otago,,,Housing,5 - 25 million,2023-Q2,,,,,2025-Q1,2021-Q2,2025-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1096,31/12/2023,Kāinga Ora–Homes and Communities,Henwood Rd (AO)  Mangere  Auckland.,This land development project includes infrastructure to deliver 1 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,1 - 5 million,2023-Q2,,,,,2024-Q2,2020-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1098,31/12/2023,Kāinga Ora–Homes and Communities,Hendon Ave & (OWB)  Owairaka  Auckland.,This land development project includes infrastructure to deliver 5 new units.,,Under Construction,Fully funded,To be determined,To be determined,Auckland,,,Housing,1 - 5 million,2022-Q3,,,,2023-Q2,2024-Q1,2020-Q3,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1099,31/12/2023,Kāinga Ora–Homes and Communities,Manchester St   Takaro  Palmerston North.,This housing development project includes infrastructure to deliver 6 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Manawatū - Whanganui,,,Housing,5 - 25 million,2022-Q4,,,,,2024-Q3,2021-Q1,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_110,31/12/2023,Kāinga Ora–Homes and Communities,Hill Cres   New Lynn.,This housing development project includes infrastructure to deliver 44 new units.,,Under Construction,Fully funded,To be determined,To be determined,Auckland,,,Housing,25 - 50 million,2019-Q3,,,,2021-Q4,2024-Q1,2012-Q3,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1100,31/12/2023,Kāinga Ora–Homes and Communities,Hendon Rd   Enderley  Hamilton.,This housing development project includes infrastructure to deliver 6 new units.,,Under Construction,Fully funded,To be determined,To be determined,Waikato,,,Housing,1 - 5 million,2022-Q4,,,,2023-Q4,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1101,31/12/2023,Kāinga Ora–Homes and Communities,Winstone Avenue   Chartwell  Hamilton.,This housing development project includes infrastructure to deliver 8 new units.,,Under Construction,Fully funded,To be determined,To be determined,Waikato,,,Housing,5 - 25 million,2022-Q4,,,,2023-Q4,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1102,31/12/2023,Kāinga Ora–Homes and Communities,Bader Street   Bader  Hamilton.,This housing development project includes infrastructure to deliver 5 new units.,,Under Construction,Fully funded,To be determined,To be determined,Waikato,,,Housing,1 - 5 million,2023-Q2,,,,2023-Q4,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1103,31/12/2023,Kāinga Ora–Homes and Communities,Korimako Street   Frankton  Hamilton.,This housing development project includes infrastructure to deliver 6 new units.,,In Procurement,Funding Source Confirmed,Direct,Design and construct,Waikato,,,Housing,1 - 5 million,2022-Q4,,2022-Q4,2023-Q1,,2024-Q3,2021-Q4,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1104,31/12/2023,Kāinga Ora–Homes and Communities,Holland Rd   Fairfield  Hamilton.,This housing development project includes infrastructure to deliver 6 new units.,,Under Construction,Fully funded,Direct,Construct only,Waikato,,,Housing,1 - 5 million,2022-Q4,,2023-Q2,,2023-Q4,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1105,31/12/2023,Kāinga Ora–Homes and Communities,Pine Avenue   Melville  Hamilton.,This housing development project includes infrastructure to deliver 6 new units.,,Under Construction,Fully funded,Direct,Design and construct,Waikato,,,Housing,1 - 5 million,2022-Q4,,2022-Q4,2022-Q4,2023-Q4,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
