"PrimaryKey","InformationSubmissionQuarter","ProjectName","ProjectStatus","FundingStatus","ProcurementType","ProjectRegion","ProjectCityTown","CommissionAssignedInfrastructureSector","EstimatedProjectValueRange","EstimatedQuarterBusinessCaseStart","EstimatedQuarterBusinessCaseCompletion","EstimatedQuarterConstructionStart","EstimatedQuarterConstructionCompletion","EstimatedQuarterProjectRangeStart","EstimatedQuarterProjectRangeCompletion","complete","completedonorbefore","total_delay","planned_duration","actual_duration","delay_ratio","budget_min","budget_max","funding_status_indicator","project_status_indicator","completed_on_time","ProjectRegionCode","GDP_Start","CPI_Start","GDP_End","CPI_End","GDP_Delta_Percent","CPI_Delta_Percent"
"IP003178","2024-Q3","Lower Hutt Special Care Baby Unit and Maternity Facilities Upgrade","In planning","Fully funded","Open","Wellington","Lower Hutt","Social","5 - 25 million",NA,2020-10-01,2024-10-01,2025-10-01,2020-10-01,2025-10-01,1,1,0,1826,1826,0,5,25,0,1,1,18,66.175,1.443696,71.97811,2.149748,8.76933887419721,48.9058638383704
"IP003180","2024-Q3","Boiler Replacement, Wairau Hospital, Blenheim","Under construction","Fully funded","Open","Marlborough","Wairau","Energy","5 - 25 million",NA,2022-04-01,2023-10-01,2024-07-01,2022-04-01,2024-07-01,1,1,0,822,822,0,5,25,0,0,1,7,67.898,6.928839,69.52124,3.42672,2.39070370261276,-50.5440954826631
"IP003184","2024-Q3","Tukapa House and Te Puna Waiora - Acute Inpatient Mental Health Facility upgrade","Under construction","Fully funded","Open","Taranaki","Taranaki","Social","5 - 25 million",NA,2020-10-01,2024-04-01,2025-04-01,2020-10-01,2025-04-01,1,1,0,1643,1643,0,5,25,0,0,1,14,66.175,1.443696,70.79394,2.389024,6.97988666414811,65.4797131806142
"IP003186","2024-Q3","Whanganui Hospital Infusion Therapy Unit","Post implementation","Fully funded","Direct","Manawatū - Whanganui","Whanganui","Social","< 1 million",NA,2020-10-01,2023-10-01,2024-04-01,2020-10-01,2024-04-01,1,1,0,1278,1278,0,1,1,0,0,1,6,66.175,1.443696,69.40367,4.013946,4.8789875330563,178.032632908867
"IP003190","2024-Q3","Urgent Interim Works, Dunedin Hospital","Under construction","Fully funded","Selective","Otago","Dunedin","Social","25 - 50 million",NA,2015-07-01,2016-07-01,2025-01-01,2015-07-01,2025-01-01,1,1,0,3472,3472,0,25,50,0,0,1,11,56.121,0.41841,70.23492,2.514151,25.1490885764687,500.882149088215
"IP003192","2024-Q3","Te Kotuku Redevelopment, Whangārei Hospital","Post implementation","Fully funded","Open","Northland","Whangārei","Social","25 - 50 million",NA,2020-04-01,2022-01-01,2024-01-01,2020-04-01,2024-01-01,1,1,0,1370,1370,0,25,50,0,0,1,10,64.568,2.534113,69.307,4.655029,7.33954900260192,83.6946103034869
"IP003194","2024-Q3","Facilities Infrastructure Remediation Programme - Tranche 2","Under construction","Fully funded","Open","Auckland","Auckland","Social","250 - 500 million",NA,2019-10-01,2021-10-01,2025-10-01,2019-10-01,2025-10-01,1,1,0,2192,2192,0,250,500,0,0,1,1,64.868,1.464844,71.97811,2.149748,10.9608898069927,46.7561050869581
"IP003195","2024-Q3","Rotorua Hospital - Mauri Ora - Mental Health and Addictions Inpatient Facility redevelopment","Under construction","Fully funded","Open","Bay of Plenty","Rotorua","Social","50 - 100 million",NA,2020-07-01,2023-10-01,2025-07-01,2020-07-01,2025-07-01,1,1,0,1826,1826,0,50,100,0,0,1,2,58.01,1.453488,71.39126,2.23914,23.0671608343389,54.0528714375351
"IP003197","2024-Q3","Hawke’s Bay Hospital Seismic Upgrades","Under construction","Fully funded","Open","Hawke's Bay","Hastings","Social","5 - 25 million",NA,2019-04-01,2021-01-01,2024-04-01,2019-04-01,2024-04-01,1,1,0,1827,1827,0,5,25,0,0,1,5,64.14,1.48368,69.40367,4.013946,8.20653258497038,170.53987382724
"IP003198","2024-Q3","Hawke’s Bay Hospital Radiology Facilities Redevelopment","In planning","Fully funded","Open","Hawke's Bay","Hastings","Social","25 - 50 million",NA,2020-04-01,2025-01-01,2026-10-01,2020-04-01,2026-10-01,1,1,0,2374,2374,0,25,50,0,1,1,5,64.568,2.534113,74.1876,2.0319,14.8984016850452,-19.81809808797
"IP003199","2024-Q3","Hawke’s Bay Hospital Surgical Services Expansion Project","Under construction","Fully funded","Open","Hawke's Bay","Hastings","Social","5 - 25 million",NA,2018-07-01,2021-01-01,2024-07-01,2018-07-01,2024-07-01,1,1,0,2192,2192,0,5,25,0,0,1,5,62.626,1.5,69.52124,3.42672,11.0101874620765,128.448
"IP004772","2024-Q3","Waipapa Tower 3 construction, Christchurch Hospital Redevelopment","Under construction","Fully funded","Open","Canterbury","Christchurch","Social","100 - 250 million",NA,2020-10-01,2023-01-01,2025-10-01,2020-10-01,2025-10-01,1,1,0,1826,1826,0,100,250,0,0,1,3,66.175,1.443696,71.97811,2.149748,8.76933887419721,48.9058638383704
"IP004773","2024-Q3","Waitematā Infrastructure Services Remediation Programme - Tranche 1A","Post implementation","Fully funded","Open","Auckland","Auckland","Social","25 - 50 million",NA,2020-01-01,2022-04-01,2024-01-01,2020-01-01,2024-01-01,1,1,0,1461,1461,0,25,50,0,0,1,1,65.376,1.853659,69.307,4.655029,6.01290993636808,151.126501692059
"IP004775","2024-Q3","Radiation Oncology Project, Whangārei Hospital","Under construction","Fully funded","Open","Northland","Whangārei","Social","50 - 100 million",NA,2022-01-01,2024-01-01,2026-01-01,2022-01-01,2026-01-01,1,1,0,1461,1461,0,50,100,0,0,1,10,67.989,5.949008,72.54655,2.100296,6.7033637794349,-64.6950214220589
"IP004776","2024-Q3","Taranaki Base Hospital Linear Accelerators","Under construction","Fully funded","Open","Taranaki","Taranaki","Social","50 - 100 million",NA,2022-01-01,2023-10-01,2025-10-01,2022-01-01,2025-10-01,1,1,0,1369,1369,0,50,100,0,0,1,14,67.989,5.949008,71.97811,2.149748,5.86728735530747,-63.8637567809625
"IP004777","2024-Q3","Hawke’s Bay Hospital Linear Accelerators","In planning","Part funded","To be determined","Hawke's Bay","Hastings","Social","25 - 50 million",NA,NA,NA,NA,2021-10-01,2027-10-01,0,NA,NA,2191,2191,NA,25,50,0,1,NA,5,65.62,4.933586,76.22636,2.002692,16.1633038707711,-59.4069709132465
"IP006589","2024-Q3","Keeping The Lights On - Service Maintenance, Dunedin Hospital","Under construction","Fully funded","Selective","Otago","Dunedin","Social","5 - 25 million",NA,2019-10-01,2020-04-01,2025-10-01,2019-10-01,2025-10-01,1,1,0,2192,2192,0,5,25,0,0,1,11,64.868,1.464844,71.97811,2.149748,10.9608898069927,46.7561050869581
"IP006592","2024-Q3","Manaaki Hōhonu - Construction of inpatient ward and ICU, Waitākere Hospital","Under construction","Fully funded","Open","Auckland","Auckland","Social","50 - 100 million",NA,2021-10-01,2023-10-01,2026-07-01,2021-10-01,2026-07-01,1,1,0,1734,1734,0,50,100,0,0,1,1,65.62,4.933586,73.65541,2.048457,12.2453672660774,-58.4793495035862
"IP006595","2024-Q3","Compliance Works, Christchurch Hospital and Christchurch Women’s Hospital","Under construction","Fully funded","Selective","Canterbury","Christchurch","Social","50 - 100 million",NA,2020-10-01,2021-07-01,2026-04-01,2020-10-01,2026-04-01,1,1,0,2008,2008,0,50,100,0,0,1,3,66.175,1.443696,73.10828,2.067911,10.4771892708727,43.2372881825537
"IP006597","2024-Q3","Project Pihi Kaha - Whangārei Hospital Redevelopment","In planning","Fully funded","Open","Northland","Whangarei","Social","500 million - 1 billion",NA,2022-10-01,2027-01-01,2031-01-01,2022-10-01,2031-01-01,1,1,0,3014,3014,0,500,1,0,1,1,10,69.816,7.233273,77.72758,1.99759,11.3320442305489,-72.3833180359707
"IP006599","2024-Q3","Hillmorton Hospital Redevelopment - Tranche 1, Christchurch","In procurement","Fully funded","Open","Canterbury","Christchurch","Social","100 - 250 million",NA,2022-04-01,2025-01-01,2027-07-01,2022-04-01,2027-07-01,1,1,0,1917,1917,0,100,250,0,0,1,3,67.898,6.928839,75.72233,2.008215,11.523653126749,-71.01657290637
"IP006600","2024-Q3","Parkside Building Refurbishment, Christchurch Hospital","Post implementation","Fully funded","Open","Canterbury","Christchurch","Social","5 - 25 million",NA,2021-07-01,2022-10-01,2024-07-01,2021-07-01,2024-07-01,1,1,0,1096,1096,0,5,25,0,0,1,3,68.294,3.342884,69.52124,3.42672,1.79699534366124,2.5078943810195
"IP006602","2024-Q3","Hawke’s Bay Hospital Procedure Rooms Upgrade","On hold","Fully funded","Open","Hawke's Bay","Hastings","Social","1 - 5 million",NA,2020-10-01,2021-07-01,NA,2020-10-01,2021-10-01,0,NA,NA,365,365,NA,1,5,0,0,NA,5,66.175,1.443696,65.62,4.933586,-0.838685304117858,241.733024126963
"IP006603","2024-Q3","Hawke’s Bay Hospital Main Electrical Supply Upgrade","Under construction","Fully funded","Selective","Hawke's Bay","Hastings","Social","1 - 5 million",NA,2020-10-01,2021-01-01,2024-10-01,2020-10-01,2024-10-01,1,1,0,1461,1461,0,1,5,0,0,1,5,66.175,1.443696,69.83852,2.715554,5.53610880241784,88.0973556759872
"IP006606","2024-Q3","Wāhi Oranga - Acute Mental Health Inpatient Unit Upgrade,  Nelson Hospital.","Under construction","Fully funded","Open","Nelson","Nelson","Social","5 - 25 million",NA,2020-10-01,2023-04-01,2024-10-01,2020-10-01,2024-10-01,1,1,0,1461,1461,0,5,25,0,0,1,8,66.175,1.443696,69.83852,2.715554,5.53610880241784,88.0973556759872
"IP006608","2024-Q3","Manaia House - Community Mental Health - Whangārei","Under construction","Fully funded","Open","Northland","Whangarei","Social","5 - 25 million",NA,2020-07-01,2022-01-01,2024-10-01,2020-07-01,2024-10-01,1,1,0,1553,1553,0,5,25,0,0,1,10,58.01,1.453488,69.83852,2.715554,20.3904843992415,86.8301630285218
"IP006609","2024-Q3","Rural Primary Birthing Unit Construction, Wanaka and Clyde","Under construction","Fully funded","Open","Otago","Wanaka","Social","5 - 25 million",NA,2021-10-01,2025-01-01,2026-04-01,2021-10-01,2026-04-01,1,1,0,1643,1643,0,5,25,0,0,1,11,65.62,4.933586,73.10828,2.067911,11.4115818348064,-58.085031861206
"IP006610","2024-Q3","Wairarapa Hospital Outpatients Refurbishment","Under construction","Fully funded","Open","Wellington","Masterton","Social","< 1 million",NA,2020-10-01,2024-01-01,2024-07-01,2020-10-01,2024-07-01,1,1,0,1369,1369,0,1,1,0,0,1,18,66.175,1.443696,69.52124,3.42672,5.056652814507,137.357449213685
"IP006611","2024-Q3","Mental Health Inpatient Facility Replacement, Grey Base Hospital","Under construction","Fully funded","Open","West Coast","Greymouth","Social","25 - 50 million",NA,2021-10-01,2024-07-01,2026-07-01,2021-10-01,2026-07-01,1,1,0,1734,1734,0,25,50,0,0,1,17,65.62,4.933586,73.65541,2.048457,12.2453672660774,-58.4793495035862
"IP006714","2024-Q3","Scott Building (Clinical Block) Recladding, Middlemore Hospital","Post implementation","Fully funded","Open","Auckland","Auckland","Social","25 - 50 million",NA,2017-07-01,2019-04-01,2024-01-01,2017-07-01,2024-01-01,1,1,0,2375,2375,0,25,50,0,0,1,1,60.387,1.742739,69.307,4.655029,14.7713911934688,167.109934419325
"IP006715","2024-Q3","Wellington Total Energy Centre Replacements and Upgrades","In planning","Fully funded","Selective","Wellington","Wellington","Energy","5 - 25 million",NA,2021-10-01,2026-01-01,2027-10-01,2021-10-01,2027-10-01,1,1,0,2191,2191,0,5,25,0,1,1,18,65.62,4.933586,76.22636,2.002692,16.1633038707711,-59.4069709132465
"IP006716","2024-Q3","Wellington Lifts Renewal","Under construction","Fully funded","Selective","Wellington","Wellington","Social","5 - 25 million",NA,2021-10-01,2023-07-01,2025-07-01,2021-10-01,2025-07-01,1,1,0,1369,1369,0,5,25,0,0,1,18,65.62,4.933586,71.39126,2.23914,8.79497104541298,-54.6143515082133
"IP006717","2024-Q3","Electrical Infrastructure Upgrade, Waitākere Hospital","In planning","Fully funded","Open","Auckland","Auckland","Social","5 - 25 million",NA,2021-10-01,2024-10-01,2025-10-01,2021-10-01,2025-10-01,1,1,0,1461,1461,0,5,25,0,1,1,1,65.62,4.933586,71.97811,2.149748,9.68928680280402,-56.4262587091823
"IP008221","2024-Q3","Core Infrastructure Upgrade, Middlemore Hospital","In planning","Fully funded","Open","Auckland","Auckland","Social","25 - 50 million",NA,2022-04-01,2025-07-01,2027-01-01,2022-04-01,2027-01-01,1,1,0,1736,1736,0,25,50,0,1,1,1,67.898,6.928839,74.70523,2.022161,10.02567085923,-70.8152982050817
"IP008222","2024-Q3","Gisborne Hospital New Child and Youth Health Community Hub","On hold","Fully funded","Open","Gisborne","Gisborne","Social","1 - 5 million",NA,2021-10-01,NA,NA,2021-10-01,2025-01-01,0,NA,NA,1188,1188,NA,1,5,0,0,NA,4,65.62,4.933586,70.23492,2.514151,7.03279487960987,-49.0400897035138
"IP008223","2024-Q3","E Tū Wairua Hinengaro - Forensic Psychiatric Services Facilities Replacement, Mason Clinic, Auckland","Under construction","Fully funded","Selective","Auckland","Auckland","Social","100 - 250 million",NA,2020-01-01,2023-01-01,2025-10-01,2020-01-01,2025-10-01,1,1,0,2100,2100,0,100,250,0,0,1,1,65.376,1.853659,71.97811,2.149748,10.0986753548703,15.9732183751165
"IP008224","2024-Q3","New Specialised Rehabilitation Centre, Manukau Health Park","In planning","Fully funded","Open","Auckland","Auckland","Social","100 - 250 million",NA,2022-04-01,2027-01-01,2029-01-01,2022-04-01,2029-01-01,1,1,0,2467,2467,0,100,250,0,1,1,1,67.898,6.928839,77.72758,1.99759,14.4769801761466,-71.1699174998871
"IP008225","2024-Q3","Tairāwhiti critical facilities and upgrades","In procurement","Fully funded","Open","Gisborne","Gisborne","Energy","5 - 25 million",NA,2021-10-01,2024-07-01,2025-10-01,2021-10-01,2025-10-01,1,1,0,1461,1461,0,5,25,0,0,1,4,65.62,4.933586,71.97811,2.149748,9.68928680280402,-56.4262587091823
"IP008226","2024-Q3","Rotorua Hospital Woman, Child and Family Facility Upgrade","Under construction","Fully funded","Selective","Bay of Plenty","Rotorua","Social","5 - 25 million",NA,2021-04-01,2022-01-01,2024-07-01,2021-04-01,2024-07-01,1,1,0,1187,1187,0,5,25,0,0,1,2,67.481,1.520913,69.52124,3.42672,3.02342881700036,125.306772971235
"IP008701","2024-Q3","Endoscopy Unit Expansion, Christchurch Hospital","In procurement","Fully funded","Open","Canterbury","Christchurch","Social","5 - 25 million",NA,2022-07-01,2024-10-01,2025-07-01,2022-07-01,2025-07-01,1,1,0,1096,1096,0,5,25,0,0,1,3,68.588,7.301294,71.39126,2.23914,4.08709978421883,-69.332285482546
"IP008702","2024-Q3","Waitematā Infrastructure Services Remediation Programme - Tranche 1B","In planning","Fully funded","Selective","Auckland","Auckland","Social","25 - 50 million",NA,2023-04-01,2024-01-01,2026-04-01,2023-04-01,2026-04-01,1,1,0,1096,1096,0,25,50,0,1,1,1,69.266,6.654991,73.10828,2.067911,5.54713712355266,-68.926915152853
"IP008703","2024-Q3","Bay of Plenty Seismic Strengthening","In planning","Fully funded","Selective","Bay of Plenty",NA,"Social","5 - 25 million",NA,2023-01-01,2026-10-01,2026-10-01,2023-01-01,2026-10-01,1,1,0,1369,1369,0,5,25,0,1,1,2,69.505,7.219251,74.1876,2.0319,6.7370692755917,-71.8544209087619
"IP008705","2024-Q3","Wellington Regional Hospital Emergency Department Refurbishment (Front of Whare)","In planning","Fully funded","Open","Wellington","Wellington","Social","5 - 25 million",NA,2023-04-01,2025-01-01,2029-01-01,2023-04-01,2029-01-01,1,1,0,2102,2102,0,5,25,0,1,1,18,69.266,6.654991,77.72758,1.99759,12.2160656021713,-69.9835807441362
"IP009582","2024-Q3","Gisborne Hospital - Te Whare Awhiora - Acute Mental Health and Addictions Facility","Under construction","Fully funded","Open","Gisborne","Gisborne","Social","25 - 50 million",NA,2020-07-01,2022-07-01,2024-10-01,2020-07-01,2024-10-01,1,1,0,1553,1553,0,25,50,0,0,1,4,58.01,1.453488,69.83852,2.715554,20.3904843992415,86.8301630285218
"IP009858","2024-Q3","Replacement of end-of-life network devices, Northern Region","Under construction","Fully funded","Open","North Island",NA,"Communications","5 - 25 million",NA,2021-10-01,2022-07-01,2024-04-01,2021-10-01,2024-04-01,1,1,0,913,913,0,5,25,0,0,1,9,65.62,4.933586,69.40367,4.013946,5.76603169765316,-18.6403966607656
"IP009868","2024-Q3","Kaitaia Hospital Weathertightness Remediation","In planning","Fully funded","Open","Northland","Kaitaia","Social","5 - 25 million",NA,2023-01-01,2025-01-01,2026-04-01,2023-01-01,2026-04-01,1,1,0,1186,1186,0,5,25,0,1,1,10,69.505,7.219251,73.10828,2.067911,5.18420257535429,-71.3556018484466
"IP009870","2024-Q3","Hutt Hospital Acute Mental Health Unit – Tranche 2 - Main works","In planning","Fully funded","Direct","Wellington","Lower Hutt","Social","50 - 100 million",NA,2022-04-01,2025-01-01,2026-10-01,2022-04-01,2026-10-01,1,1,0,1644,1644,0,50,100,0,1,1,18,67.898,6.928839,74.1876,2.0319,9.26330672479308,-70.6747407466099
"IP010747","2024-Q3","Tokoroa Hospital Reconfiguration","Post implementation","Fully funded","Selective","Waikato","Tokoroa","Social","1 - 5 million",NA,2020-10-01,2023-01-01,2024-04-01,2020-10-01,2024-04-01,1,1,0,1278,1278,0,1,5,0,0,1,16,66.175,1.443696,69.40367,4.013946,4.8789875330563,178.032632908867
"IP010748","2024-Q3","Specialist Mental Health Services Relocation from Princess Margaret Hospital to Hillmorton Hospital","Post implementation","Fully funded","Selective","Canterbury","Christchurch","Social","50 - 100 million",NA,2018-10-01,2021-01-01,2024-04-01,2018-10-01,2024-04-01,1,1,0,2009,2009,0,50,100,0,0,1,3,62.727,1.901299,69.40367,4.013946,10.6440129449838,111.115979127954
"IP010749","2024-Q3","Christchurch Central City Energy Centre and Services Tunnel","Under construction","Fully funded","Open","Canterbury","Christchurch","Social","50 - 100 million",NA,2016-10-01,2020-10-01,2024-07-01,2016-10-01,2024-07-01,1,1,0,2830,2830,0,50,100,0,0,1,3,59.027,0.415282,69.52124,3.42672,17.7787114371389,725.154954946278
"IP010750","2024-Q3","Te Rau Kawakawa Buller Integrated Family Health Centre, Westport","Under construction","Fully funded","Open","West Coast","Westport","Social","25 - 50 million",NA,2018-10-01,2021-04-01,2025-01-01,2018-10-01,2025-01-01,1,1,0,2284,2284,0,25,50,0,0,1,17,62.727,1.901299,70.23492,2.514151,11.9691998660864,32.2333310015942
"IP010751","2024-Q3","Construction of Waitākere Primary Birthing Unit","In procurement","Fully funded","Open","Auckland","Auckland","Social","5 - 25 million",NA,2023-07-01,2025-07-01,2026-10-01,2023-07-01,2026-10-01,1,1,0,1188,1188,0,5,25,0,0,1,1,69.609,6.029285,74.1876,2.0319,6.5775977244322,-66.2994865892059
"IP010752","2024-Q3","Whakatupuranga - Nelson Hospital Redevelopment","In planning","Fully funded","Open","Nelson","Nelson","Social","50 - 100 million",NA,2023-07-01,NA,NA,2023-07-01,2031-10-01,0,NA,NA,3014,3014,NA,50,100,0,1,NA,8,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975
"IP010753","2024-Q3","Palmerston North Hospital Critical Interim Works","In procurement","Fully funded","To be determined","Manawatū - Whanganui","Palmerston North","Social","25 - 50 million",NA,2023-04-01,2024-01-01,2025-10-01,2023-04-01,2025-10-01,1,1,0,914,914,0,25,50,0,0,1,6,69.266,6.654991,71.97811,2.149748,3.91549966794675,-67.6972065026083
"IP010754","2024-Q3","Te Whare Maiangiangi - Mental Health and Addictions Acute Inpatient Unit redevelopment","In planning","Fully funded","Selective","Bay of Plenty",NA,"Social","5 - 25 million",NA,2023-04-01,2024-10-01,2027-01-01,2023-04-01,2027-01-01,1,1,0,1371,1371,0,5,25,0,1,1,2,69.266,6.654991,74.70523,2.022161,7.85266941933993,-69.6143691253677
"IP010755","2024-Q3","Nelson Hospital ED Reconfiguration","In procurement","Fully funded","Open","Nelson","Nelson","Social","1 - 5 million",NA,2023-07-01,2024-10-01,2026-01-01,2023-07-01,2026-01-01,1,1,0,915,915,0,1,5,0,0,1,8,69.609,6.029285,72.54655,2.100296,4.2200721171113,-65.1650900562836
"IP010756","2024-Q3","Waimarino Health Centre Extension","In planning","Fully funded","Open","Manawatū - Whanganui",NA,"Social","1 - 5 million",NA,2021-07-01,2025-01-01,2026-01-01,2021-07-01,2026-01-01,1,1,0,1645,1645,0,1,5,0,1,1,6,68.294,3.342884,72.54655,2.100296,6.22682812545758,-37.1711372575297
"IP011393","2024-Q3","Building Recladding, Manukau Health Park","In procurement","Fully funded","Open","Auckland","Auckland","Social","25 - 50 million",NA,2021-10-01,2024-01-01,2026-04-01,2021-10-01,2026-04-01,1,1,0,1643,1643,0,25,50,0,0,1,1,65.62,4.933586,73.10828,2.067911,11.4115818348064,-58.085031861206
"IP011394","2024-Q3","Regional IT System Platform Implementation, Northern Region","Under construction","Fully funded","Open","Northland",NA,"Social","5 - 25 million",NA,2020-01-01,2023-10-01,2025-01-01,2020-01-01,2025-01-01,1,1,0,1827,1827,0,5,25,0,0,1,10,65.376,1.853659,70.23492,2.514151,7.43226872246696,35.6317963552088
"IP011395","2024-Q3","Hillmorton Child, Adolescent and Family Relocation, Christchurch","Under construction","Fully funded","Open","Canterbury","Christchurch","Social","5 - 25 million",NA,2020-10-01,2023-10-01,2024-10-01,2020-10-01,2024-10-01,1,1,0,1461,1461,0,5,25,0,0,1,3,66.175,1.443696,69.83852,2.715554,5.53610880241784,88.0973556759872
